ELU-STR;;;;;;;;;;;;;;;;;;;;
27;K_8;-8357;2: G-(Ex+0.3Ey);9567;9: G+0.8Q+(Ex+0.3Ey);-456;14: G+0.8Q-(0.3Ex+Ey);452;5: G+(0.3Ex+Ey);-24058;2: G-(Ex+0.3Ey);29300;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
9;A_9;-34;10: G+0.8Q-(Ex+0.3Ey);33;1: G+(Ex+0.3Ey);-656;6: G-(0.3Ex+Ey);649;13: G+0.8Q+(0.3Ex+Ey);1460;6: G-(0.3Ex+Ey);3345;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
31;K_9;-23;10: G+0.8Q-(Ex+0.3Ey);22;1: G+(Ex+0.3Ey);-397;14: G+0.8Q-(0.3Ex+Ey);399;5: G+(0.3Ex+Ey);1276;6: G-(0.3Ex+Ey);2380;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
10;A_10;-9346;2: G-(Ex+0.3Ey);9089;9: G+0.8Q+(Ex+0.3Ey);-525;6: G-(0.3Ex+Ey);540;13: G+0.8Q+(0.3Ex+Ey);-26306;10: G+0.8Q-(Ex+0.3Ey);32981;1: G+(Ex+0.3Ey);;;;;;;
26;K_10;-9292;2: G-(Ex+0.3Ey);8859;9: G+0.8Q+(Ex+0.3Ey);-359;14: G+0.8Q-(0.3Ex+Ey);352;5: G+(0.3Ex+Ey);-25602;10: G+0.8Q-(Ex+0.3Ey);31583;1: G+(Ex+0.3Ey);;;;;;;
32;K_11;42;2: G-(Ex+0.3Ey);112;9: G+0.8Q+(Ex+0.3Ey);-18115;14: G+0.8Q-(0.3Ex+Ey);13310;5: G+(0.3Ex+Ey);-31344;6: G-(0.3Ex+Ey);47735;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
11;A_11;44;2: G-(Ex+0.3Ey);108;9: G+0.8Q+(Ex+0.3Ey);-13397;6: G-(0.3Ex+Ey);18191;13: G+0.8Q+(0.3Ex+Ey);-31699;6: G-(0.3Ex+Ey);48066;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
36;B_11;-459;10: G+0.8Q-(Ex+0.3Ey);306;1: G+(Ex+0.3Ey);67;6: G-(0.3Ex+Ey);107;13: G+0.8Q+(0.3Ex+Ey);10959;6: G-(0.3Ex+Ey);16695;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
38;C_11;-611;10: G+0.8Q-(Ex+0.3Ey);488;1: G+(Ex+0.3Ey);-17311;14: G+0.8Q-(0.3Ex+Ey);13832;5: G+(0.3Ex+Ey);-23710;6: G-(0.3Ex+Ey);62525;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
34;D_11;-751;10: G+0.8Q-(Ex+0.3Ey);549;1: G+(Ex+0.3Ey);-43;6: G-(0.3Ex+Ey);53;13: G+0.8Q+(0.3Ex+Ey);15949;2: G-(Ex+0.3Ey);17136;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
39;E_11;-931;10: G+0.8Q-(Ex+0.3Ey);830;1: G+(Ex+0.3Ey);-56;14: G+0.8Q-(0.3Ex+Ey);55;5: G+(0.3Ex+Ey);18321;14: G+0.8Q-(0.3Ex+Ey);20620;5: G+(0.3Ex+Ey);;;;;;;
35;F_11;-1015;2: G-(Ex+0.3Ey);794;9: G+0.8Q+(Ex+0.3Ey);-45;6: G-(0.3Ex+Ey);45;13: G+0.8Q+(0.3Ex+Ey);16227;2: G-(Ex+0.3Ey);17101;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
33;G_11;-950;10: G+0.8Q-(Ex+0.3Ey);850;1: G+(Ex+0.3Ey);-55;6: G-(0.3Ex+Ey);56;13: G+0.8Q+(0.3Ex+Ey);18275;14: G+0.8Q-(0.3Ex+Ey);20645;5: G+(0.3Ex+Ey);;;;;;;
37;H_11;-755;10: G+0.8Q-(Ex+0.3Ey);554;1: G+(Ex+0.3Ey);-52;14: G+0.8Q-(0.3Ex+Ey);43;5: G+(0.3Ex+Ey);15963;2: G-(Ex+0.3Ey);17121;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
40;I_11;-624;10: G+0.8Q-(Ex+0.3Ey);501;1: G+(Ex+0.3Ey);-13793;6: G-(0.3Ex+Ey);17261;13: G+0.8Q+(0.3Ex+Ey);-23194;6: G-(0.3Ex+Ey);61990;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
41;J_11;-463;10: G+0.8Q-(Ex+0.3Ey);310;1: G+(Ex+0.3Ey);-107;14: G+0.8Q-(0.3Ex+Ey);-67;5: G+(0.3Ex+Ey);11093;6: G-(0.3Ex+Ey);16557;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
;;;;;;;;;;;;;;;;;;;;
EX;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Enveloppe : Réactions aux appuis;;;;;;;;;;;;;;;;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;;;;;;;;;;;;;;;;
Point;Nom point;RFxmin;Cas;RFxmax;Cas;RFymin;Cas;RFymax;Cas;RFzmin;Cas;RFzmax;Cas;;;;;;;
-;-;daN;-;daN;-;daN;-;daN;-;daN;-;daN;-;;;;;;;
88;B_1;0;1: +(Ex);0;1: +(Ex);-1675;2: -(Ex);1675;1: +(Ex);-486;2: -(Ex);486;1: +(Ex);;;;;;;
89;C_1;0;1: +(Ex);0;1: +(Ex);-31178;2: -(Ex);31178;1: +(Ex);-750;2: -(Ex);750;1: +(Ex);;;;;;;
90;D_1;0;1: +(Ex);0;1: +(Ex);-25;2: -(Ex);25;1: +(Ex);-363;2: -(Ex);363;1: +(Ex);;;;;;;
91;E_1;0;1: +(Ex);0;1: +(Ex);-19801;2: -(Ex);19801;1: +(Ex);-685;2: -(Ex);685;1: +(Ex);;;;;;;
92;F_1;0;1: +(Ex);0;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-270;2: -(Ex);270;1: +(Ex);;;;;;;
93;G_1;0;1: +(Ex);0;1: +(Ex);-21120;2: -(Ex);21120;1: +(Ex);-1043;2: -(Ex);1043;1: +(Ex);;;;;;;
94;H_1;0;1: +(Ex);0;1: +(Ex);-24;2: -(Ex);24;1: +(Ex);-357;2: -(Ex);357;1: +(Ex);;;;;;;
95;I_1;0;1: +(Ex);0;1: +(Ex);-28557;2: -(Ex);28557;1: +(Ex);-643;2: -(Ex);643;1: +(Ex);;;;;;;
96;J_1;0;1: +(Ex);0;1: +(Ex);-1816;2: -(Ex);1816;1: +(Ex);-489;2: -(Ex);489;1: +(Ex);;;;;;;
306;K_1;-13;2: -(Ex);13;1: +(Ex);-5;2: -(Ex);5;1: +(Ex);-5;2: -(Ex);5;1: +(Ex);;;;;;;
309;A_1;-13;2: -(Ex);13;1: +(Ex);-5;2: -(Ex);5;1: +(Ex);-5;2: -(Ex);5;1: +(Ex);;;;;;;
305;K_2;-11;2: -(Ex);11;1: +(Ex);-9;2: -(Ex);9;1: +(Ex);-9;2: -(Ex);9;1: +(Ex);;;;;;;
308;A_2;-11;2: -(Ex);11;1: +(Ex);-7;2: -(Ex);7;1: +(Ex);-9;2: -(Ex);9;1: +(Ex);;;;;;;
304;K_3;-10479;2: -(Ex);10479;1: +(Ex);-33;2: -(Ex);33;1: +(Ex);-8;2: -(Ex);8;1: +(Ex);;;;;;;
307;A_3;-9454;2: -(Ex);9454;1: +(Ex);-15;2: -(Ex);15;1: +(Ex);-7;2: -(Ex);7;1: +(Ex);;;;;;;
4;A_4;-6710;2: -(Ex);6710;1: +(Ex);-27;2: -(Ex);27;1: +(Ex);-25999;2: -(Ex);25999;1: +(Ex);;;;;;;
29;K_4;-6347;2: -(Ex);6347;1: +(Ex);-17;2: -(Ex);17;1: +(Ex);-24024;2: -(Ex);24024;1: +(Ex);;;;;;;
5;A_5;-27;2: -(Ex);27;1: +(Ex);-21;2: -(Ex);21;1: +(Ex);-415;2: -(Ex);415;1: +(Ex);;;;;;;
28;K_5;-18;2: -(Ex);18;1: +(Ex);-15;2: -(Ex);15;1: +(Ex);-830;2: -(Ex);830;1: +(Ex);;;;;;;
30;K_6;-5947;2: -(Ex);5947;1: +(Ex);-14;2: -(Ex);14;1: +(Ex);-24134;2: -(Ex);24134;1: +(Ex);;;;;;;
6;A_6;-6578;2: -(Ex);6578;1: +(Ex);-19;2: -(Ex);19;1: +(Ex);-27001;2: -(Ex);27001;1: +(Ex);;;;;;;
7;A_7;-33;2: -(Ex);33;1: +(Ex);-12;2: -(Ex);12;1: +(Ex);-107;2: -(Ex);107;1: +(Ex);;;;;;;
23;K_7;-22;2: -(Ex);22;1: +(Ex);-8;2: -(Ex);8;1: +(Ex);-4;2: -(Ex);4;1: +(Ex);;;;;;;
8;A_8;-8507;2: -(Ex);8507;1: +(Ex);-23;2: -(Ex);23;1: +(Ex);-25124;2: -(Ex);25124;1: +(Ex);;;;;;;
27;K_8;-8384;2: -(Ex);8384;1: +(Ex);-18;2: -(Ex);18;1: +(Ex);-24583;2: -(Ex);24583;1: +(Ex);;;;;;;
9;A_9;-30;2: -(Ex);30;1: +(Ex);-39;2: -(Ex);39;1: +(Ex);-508;2: -(Ex);508;1: +(Ex);;;;;;;
31;K_9;-20;2: -(Ex);20;1: +(Ex);-36;2: -(Ex);36;1: +(Ex);-396;2: -(Ex);396;1: +(Ex);;;;;;;
10;A_10;-8635;2: -(Ex);8635;1: +(Ex);-26;2: -(Ex);26;1: +(Ex);-26855;2: -(Ex);26855;1: +(Ex);;;;;;;
26;K_10;-8549;2: -(Ex);8549;1: +(Ex);-39;2: -(Ex);39;1: +(Ex);-26192;2: -(Ex);26192;1: +(Ex);;;;;;;
32;K_11;-33;2: -(Ex);33;1: +(Ex);-1991;2: -(Ex);1991;1: +(Ex);-6567;2: -(Ex);6567;1: +(Ex);;;;;;;
11;A_11;-31;2: -(Ex);31;1: +(Ex);-2022;2: -(Ex);2022;1: +(Ex);-6620;2: -(Ex);6620;1: +(Ex);;;;;;;
36;B_11;-349;2: -(Ex);349;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-801;2: -(Ex);801;1: +(Ex);;;;;;;
38;C_11;-488;2: -(Ex);488;1: +(Ex);-1868;2: -(Ex);1868;1: +(Ex);-7542;2: -(Ex);7542;1: +(Ex);;;;;;;
34;D_11;-600;2: -(Ex);600;1: +(Ex);-12;2: -(Ex);12;1: +(Ex);-477;2: -(Ex);477;1: +(Ex);;;;;;;
39;E_11;-835;2: -(Ex);835;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-451;2: -(Ex);451;1: +(Ex);;;;;;;
35;F_11;-894;2: -(Ex);894;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-423;2: -(Ex);423;1: +(Ex);;;;;;;
33;G_11;-856;2: -(Ex);856;1: +(Ex);-1;2: -(Ex);1;1: +(Ex);-471;2: -(Ex);471;1: +(Ex);;;;;;;
37;H_11;-602;2: -(Ex);602;1: +(Ex);-12;2: -(Ex);12;1: +(Ex);-459;2: -(Ex);459;1: +(Ex);;;;;;;
40;I_11;-498;2: -(Ex);498;1: +(Ex);-1852;2: -(Ex);1852;1: +(Ex);-7475;2: -(Ex);7475;1: +(Ex);;;;;;;
41;J_11;-352;2: -(Ex);352;1: +(Ex);-3;2: -(Ex);3;1: +(Ex);-762;2: -(Ex);762;1: +(Ex);;;;;;;
;;;;;;;;;;;;;;;;;;;;
EY;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Enveloppe : Réactions aux appuis;;;;;;;;;;;;;;;;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;;;;;;;;;;;;;;;;
Point;Nom point;RFxmin;Cas;RFxmax;Cas;RFymin;Cas;RFymax;Cas;RFzmin;Cas;RFzmax;Cas;;;;;;;
-;-;daN;-;daN;-;daN;-;daN;-;daN;-;daN;-;;;;;;;
88;B_1;0;1: +(+Ey);0;1: +(+Ey);-1966;2: -(+Ey);1966;1: +(+Ey);-375;2: -(+Ey);375;1: +(+Ey);;;;;;;
89;C_1;0;1: +(+Ey);0;1: +(+Ey);-10976;2: -(+Ey);10976;1: +(+Ey);-485;2: -(+Ey);485;1: +(+Ey);;;;;;;
90;D_1;0;1: +(+Ey);0;1: +(+Ey);-361;2: -(+Ey);361;1: +(+Ey);-334;2: -(+Ey);334;1: +(+Ey);;;;;;;
91;E_1;0;1: +(+Ey);0;1: +(+Ey);-10515;2: -(+Ey);10515;1: +(+Ey);-972;2: -(+Ey);972;1: +(+Ey);;;;;;;
92;F_1;0;1: +(+Ey);0;1: +(+Ey);-364;2: -(+Ey);364;1: +(+Ey);-17;2: -(+Ey);17;1: +(+Ey);;;;;;;
93;G_1;0;1: +(+Ey);0;1: +(+Ey);-12300;2: -(+Ey);12300;1: +(+Ey);-969;2: -(+Ey);969;1: +(+Ey);;;;;;;
94;H_1;0;1: +(+Ey);0;1: +(+Ey);-361;2: -(+Ey);361;1: +(+Ey);-339;2: -(+Ey);339;1: +(+Ey);;;;;;;
95;I_1;0;1: +(+Ey);0;1: +(+Ey);-9311;2: -(+Ey);9311;1: +(+Ey);-497;2: -(+Ey);497;1: +(+Ey);;;;;;;
96;J_1;0;1: +(+Ey);0;1: +(+Ey);-1957;2: -(+Ey);1957;1: +(+Ey);-415;2: -(+Ey);415;1: +(+Ey);;;;;;;
306;K_1;-17;2: -(+Ey);17;1: +(+Ey);-90;2: -(+Ey);90;1: +(+Ey);-6;2: -(+Ey);6;1: +(+Ey);;;;;;;
309;A_1;-17;2: -(+Ey);17;1: +(+Ey);-90;2: -(+Ey);90;1: +(+Ey);-6;2: -(+Ey);6;1: +(+Ey);;;;;;;
305;K_2;-17;2: -(+Ey);17;1: +(+Ey);-74;2: -(+Ey);74;1: +(+Ey);-13;2: -(+Ey);13;1: +(+Ey);;;;;;;
308;A_2;-17;2: -(+Ey);17;1: +(+Ey);-73;2: -(+Ey);73;1: +(+Ey);-14;2: -(+Ey);14;1: +(+Ey);;;;;;;
304;K_3;-1226;2: -(+Ey);1226;1: +(+Ey);-971;2: -(+Ey);971;1: +(+Ey);-8;2: -(+Ey);8;1: +(+Ey);;;;;;;
307;A_3;-1187;2: -(+Ey);1187;1: +(+Ey);-964;2: -(+Ey);964;1: +(+Ey);-8;2: -(+Ey);8;1: +(+Ey);;;;;;;
4;A_4;-670;2: -(+Ey);670;1: +(+Ey);-620;2: -(+Ey);620;1: +(+Ey);-4900;2: -(+Ey);4900;1: +(+Ey);;;;;;;
29;K_4;-688;2: -(+Ey);688;1: +(+Ey);-380;2: -(+Ey);380;1: +(+Ey);-3778;2: -(+Ey);3778;1: +(+Ey);;;;;;;
5;A_5;-7;2: -(+Ey);7;1: +(+Ey);-840;2: -(+Ey);840;1: +(+Ey);-1228;2: -(+Ey);1228;1: +(+Ey);;;;;;;
28;K_5;-4;2: -(+Ey);4;1: +(+Ey);-496;2: -(+Ey);496;1: +(+Ey);-645;2: -(+Ey);645;1: +(+Ey);;;;;;;
30;K_6;-600;2: -(+Ey);600;1: +(+Ey);-551;2: -(+Ey);551;1: +(+Ey);-3150;2: -(+Ey);3150;1: +(+Ey);;;;;;;
6;A_6;-720;2: -(+Ey);720;1: +(+Ey);-1078;2: -(+Ey);1078;1: +(+Ey);-3636;2: -(+Ey);3636;1: +(+Ey);;;;;;;
7;A_7;-5;2: -(+Ey);5;1: +(+Ey);-1048;2: -(+Ey);1048;1: +(+Ey);-42;2: -(+Ey);42;1: +(+Ey);;;;;;;
23;K_7;-3;2: -(+Ey);3;1: +(+Ey);-499;2: -(+Ey);499;1: +(+Ey);-3;2: -(+Ey);3;1: +(+Ey);;;;;;;
8;A_8;-2126;2: -(+Ey);2126;1: +(+Ey);-770;2: -(+Ey);770;1: +(+Ey);-7703;2: -(+Ey);7703;1: +(+Ey);;;;;;;
27;K_8;-1921;2: -(+Ey);1921;1: +(+Ey);-448;2: -(+Ey);448;1: +(+Ey);-6972;2: -(+Ey);6972;1: +(+Ey);;;;;;;
9;A_9;-13;2: -(+Ey);13;1: +(+Ey);-641;2: -(+Ey);641;1: +(+Ey);-790;2: -(+Ey);790;1: +(+Ey);;;;;;;
31;K_9;-8;2: -(+Ey);8;1: +(+Ey);-387;2: -(+Ey);387;1: +(+Ey);-433;2: -(+Ey);433;1: +(+Ey);;;;;;;
10;A_10;-1940;2: -(+Ey);1940;1: +(+Ey);-524;2: -(+Ey);524;1: +(+Ey);-9273;2: -(+Ey);9273;1: +(+Ey);;;;;;;
26;K_10;-1752;2: -(+Ey);1752;1: +(+Ey);-343;2: -(+Ey);343;1: +(+Ey);-7985;2: -(+Ey);7985;1: +(+Ey);;;;;;;
32;K_11;-6;2: -(+Ey);6;1: +(+Ey);-15111;2: -(+Ey);15111;1: +(+Ey);-37564;2: -(+Ey);37564;1: +(+Ey);;;;;;;
11;A_11;-5;2: -(+Ey);5;1: +(+Ey);-15184;2: -(+Ey);15184;1: +(+Ey);-37892;2: -(+Ey);37892;1: +(+Ey);;;;;;;
36;B_11;-108;2: -(+Ey);108;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-2612;2: -(+Ey);2612;1: +(+Ey);;;;;;;
38;C_11;-201;2: -(+Ey);201;1: +(+Ey);-15010;2: -(+Ey);15010;1: +(+Ey);-40821;2: -(+Ey);40821;1: +(+Ey);;;;;;;
34;D_11;-164;2: -(+Ey);164;1: +(+Ey);-44;2: -(+Ey);44;1: +(+Ey);-302;2: -(+Ey);302;1: +(+Ey);;;;;;;
39;E_11;-154;2: -(+Ey);154;1: +(+Ey);-55;2: -(+Ey);55;1: +(+Ey);-1014;2: -(+Ey);1014;1: +(+Ey);;;;;;;
35;F_11;-34;2: -(+Ey);34;1: +(+Ey);-45;2: -(+Ey);45;1: +(+Ey);-45;2: -(+Ey);45;1: +(+Ey);;;;;;;
33;G_11;-146;2: -(+Ey);146;1: +(+Ey);-55;2: -(+Ey);55;1: +(+Ey);-1043;2: -(+Ey);1043;1: +(+Ey);;;;;;;
37;H_11;-174;2: -(+Ey);174;1: +(+Ey);-44;2: -(+Ey);44;1: +(+Ey);-312;2: -(+Ey);312;1: +(+Ey);;;;;;;
40;I_11;-211;2: -(+Ey);211;1: +(+Ey);-14970;2: -(+Ey);14970;1: +(+Ey);-40316;2: -(+Ey);40316;1: +(+Ey);;;;;;;
41;J_11;-112;2: -(+Ey);112;1: +(+Ey);-19;2: -(+Ey);19;1: +(+Ey);-2488;2: -(+Ey);2488;1: +(+Ey);;;;;;;
